sentence_index	sentence
9254	Czy Gandalf nie powiedział , że mamy się z nim tu spotkać ?
9255	Co oznacza , że nas wróg nie jest jeszcze gotowy aby się ujawnić .
9256	Radagaście , musisz zawieźć Lady Galadrieli wiadomość ode mnie . Powiedz jej że musimy zacząć przygotowywać się do wojny .
9257	Jeśli mapa jest prawdziwa , wejście do Góry znajduje się dokładnie nad nami .
9258	Prawdę powiedziawszy chłopcze , nie mam pojęcia co możesz tam na dole znaleźć .
9259	- Jeśli nie chcesz nie musisz tam iść , nie będzie to powód do wstydu .
9260	- Nie , Baline . Obiecałem , że to zrobię ... i myślę , że przynajmniej spróbuję .
9261	Idź już i niech sprzyja ci tyle szczęścia ile tylko potrafisz sobie zjednać .
9262	Jeśli smok na dole ... wciąż żyje ... postaraj się go nie obudzić .
9263	Jest w tobie coś ... coś co masz przy sobie ... coś wykonanego ze złota ... ale znacznie bardziej cennego .
9264	Wydajesz się znać me imię , choć twój zapach jest dla mnie obcy .
9265	Wysłali cię abyś odwalił za nie brudną robotę , podczas gdy same czekają na zewnątrz .
9266	Dobrze wiem jak krasnoludy pachną i smakują . Nikt nie wie tego lepiej .
9267	Że grupa wyrachowanych krasnoludów , przywlecze się z powrotem do tej góry ?
9268	Gdy będę na szczycie wieży , założę strzałę na kuszę . Tam jest !
9269	Jestem prawie gotów pozwolić ci go wziąć , tylko po to by zobaczyć cierpienia Dębowej Tarczy ...
9270	Ma rację . Na pewno nie ma w nich żaru by wywołać wybuch .
9271	Czy te brudne krasnoludy dogadały się z tymi mizerotami z jeziora ?
9272	Tymi kulącymi się tchórzami z ich długimi łukami i czarnymi strzałami .
9273	Panie i panowie , mój kolega i ja mamy zamiar pobrać trochę pieniędzy .
9274	Zebraliśmy się tu dzisiaj , aby zobaczyć na własne oczy to , co jest moim zdaniem , największym przedsięwzięciem , jakie widział Bóg .
9275	Tak długo , jak jest między nami pokój , istnieją też i respektowane są wszystkie traktaty .
9276	Chcę jednak powiedzieć bandytom , tym , którzy żerują na słabych aby nie mieli wątpliwości .
9277	Dla poparcia moich słów , zostanie dziś powieszony za swoje zbrodnie Butch Cavendish , notoryczny przestępca i zabójca Indian .
9278	Przyszłość jest świetlista , panie i panowie i jest już bardzo blisko nas .
9279	Gonić człowieka aż do granicy stanu załadować go na pociąg i dostarczyć z powrotem .
9280	Mówią , że Butch Cavendish , zjadł serce Indiańca w bitwie pod Missouri .
9281	Ktoś mi powiedział , że zjadł kawałek swojej własnej stopy , żeby wygrać zakład .
9282	Niczym Daniel , gdy wkraczał do jaskini lwa , my również powinniśmy odstraszyć bestię .
9283	Daj nam spokój umysłu i jasność celu byśmy stali się dzielnymi i godnymi sługami w wojnie przeciwko złu !
9284	Nie mogę się już doczekać , kiedy będę oglądał , jak ten uśmieszek schodzi ci z twarzy .
9285	Danny , już niedługo , synu będziesz w stanie wsiąść do pociągu tutaj w Colby i przejechać całą drogę do San Francisco , zajadając się nowojorskimi ostrygami w lodzie !
9286	A później będziesz mógł popłynąć do Chin i wrócić z drugiej strony , jeśli będziesz chciał .
9287	Zapłaczą z radości , kiedy usunę z powierzchni Ziemi twoje przesiąknięte złem nasienie .
9288	Jako prokurator okręgowy dopilnuję , aby ten człowiek odpowiedział przed sądem za wszystkie swoje czyny .
9289	Uwierz mi , tam , dokąd zmierza ten pociąg nie ma miejsca dla ludzi z bronią .
9290	Za przyjście z pomocą prokuratorowi federalnemu , szepnę o tobie parę dobrych słów sędziemu .
9291	Tak , ale prawo nie ma nic wspólnego z zemstą , gdziekolwiek byś się znajdował !
9292	`` I zastąpić je prawami człowieka , aby społeczeństwo mogło właściwie funkcjonować jako całość . ''
9293	Jeśli nie jest pan w stanie tego dokonać , panie Reid znajdę kogoś , kto będzie .
9294	Jeśli coś mi odbierzesz możesz być pewny że ja odbiorę coś tobie .
9295	Jeśli chcesz podkradać się do Indianina , najlepiej robić to pod wiatr .
9296	Nie mogę pojąć , czy ten koń jest głupi czy udaje , że jest głupi .
9297	Miałem wizję , że wielki wojownik i Wędrujący Duch pomoże mi wypełnić moją misję .
9298	Wiem jedynie , że ten człowiek zabił mojego brata i że zobaczę , jak za to zawiśnie .
9299	Po 26 latach łowów , wreszcie miałem swoją zdobycz dopóki ty się nie pojawiłeś !
9300	Dobrze , ale jeśli mamy działać razem będziemy wymierzać sprawiedliwość zgodnie z prawem .
9301	Bóg was opuścił , grzesznicy i armie piekielne nadchodzą , by was pojmać .
9302	O nie , nie pana Cole . Według moich doniesień , pan Cole jest ...
9303	Tak , obecność zwierząt w budynku nieoznakowane wyjścia ewakuacyjne i złowrogo wyglądający słoik ogórków na stole .
9304	- Więc będziesz miał problem bo kolej przestanie istnieć bez moich ciężko pracujących dziewczyn .
9305	Myślałam , że będzie lepszy niż mój ostatni facet , ale może to moja wina .
9306	Dokąd uciekasz , Indiańcu ? Co jest do cholery nie tak z tymi ludźmi ?
9307	Powiesz mi gdzie oni są , albo pozwolę Indiańcowi zrobić z tobą co będzie chciał .
9308	Ostatnim razem , kiedy widziałem twojego męża , pływał w kałuży własnej krwi .
9309	Jak Cavendish mógł sprawić , by ludzie myśleli , że Komancze naruszyli rozejm ?
9310	To ma coś wspólnego z tym , co mój brat znalazł na pustyni .
9311	Cavendish ciągle gdzieś tam jest i robi Bóg wie co z Rebbecą i Danny 'm !
9312	Umrę na tej pustyni razem z tobą i tym cholernym ptakiem !
9313	W zamian za stary , tani zegarek chłopiec pokazał im , gdzie rzeka ma swój początek .
9314	Ale chcieli utrzymać to miejsce w tajemnicy żeby któregoś dnia mogli powrócić .
9315	Wmawiał sobie , że ludzie ci zostali opętani przez złego Ducha Srebra .
9316	Że kiedy znajdzie tych dwóch mężczyzn podaruje ich krew duszom swoich przodków żeby mógł powrócić do plemienia .
9317	Na ten totem , twój brat przysięgał że sprowadzi pokój i będzie ochraniał naszą krainę .
9318	Teraz idź i pokaż im , że nie ma się czego bać .
9319	Czemu po prostu nie zapakujemy tego co mamy i nie wyniesiemy się stąd ?
9320	Spójrz na siebie , biedny mały chłopczyk , który nie mógł żyć z tym , co zrobił .
9321	Nie ma czegoś takiego jak `` klątwa srebra '' Wędrujący Duch , czy inne bzdury .
9322	Danny , mówiłem ci żebyś spokojnie wchodził w zakręty i rozpędzał się jedynie na prostej .
9323	Od czasów Aleksandra Wielkiego .żaden człowiek nie podróżował szybciej , niż konie , na których jeździli .
9324	Gdyby pan Cole akurat nie przebywał w tamtej okolicy kto wie , co ci przestępcy mogliby pani uczynić ...
9325	Odkąd skończyła się wojna , modliłem się , by Bóg zesłał mi rodzinę , o którą mógłbym się troszczyć .
9326	Jeśli jakiś strażnik nadal żyje będziemy przeczesywać kraj aż go odnajdziemy .
9327	Ojcze Niebieski zwracamy się do Ciebie w tej godzinie potrzeby jako że tyś jest pasterzem , który wyprowadzi nasz lud z pustyni .
9328	Wendell , zabierz panią Reid i jej syna do wozu , w którym trzymamy zapasy .
9329	Jeśli chcesz mnie trzymać w tym pokoju , to najpierw będziesz musiał mnie zastrzelić .
9330	To nie Komancze zaatakowali naszych ludzi , to był Butch Cavendish ze swoim gangiem .
9331	O ile mnie pamięć nie myli , zupełnie jak twój brat , Dan .
9332	Człowiek nie może pozostać taki sam , podczas gdy świat wokół niego się zmienia .
9333	Wiedział , że rozpęta się wojna , ale nie zgadzał się z tym , więc kazałeś go zabić .
9334	Jeśli to co mówisz jest prawdą , znaczyłoby to , że zaatakowałem Komanczów bez powodu !
9335	I chciałbym przestawić wam teraz człowieka który sprawił , że marzenie to stało się rzeczywistością .
9336	Panie Habberman , jeśli zechce pan z resztą udziałowców pójść za mną , mam małą niespodziankę .
9337	Co masz w sobie takiego , że owinęłaś dwóch braci Reid wokół palca ?
9338	Panowie przy tym stole reprezentują najbardziej cenione rodziny w naszym kraju i są członkami Transkontynentalnej Spółki Kolejowej .
9339	Chciałbym poinformować was , że w ciągu ostatnich sześciu miesięcy doszedłem do pozycji głównego udziałowca w naszej spółce o czym poinformuje poniedziałkowe wydanie Nowojorskiej Giełdy .
9340	Kiedy znajdzie się ono w banku w San Francisco , będzie to 65 milionów dolarów .
9341	Nie mam zamiaru tu siedzieć i negocjować z jednym z moich współpracowników .
9342	Jako szef Transkontynentalnej Spółki Kolejowej chciałbym wyrazić wdzięczność zamaskowanemu mężczyźnie temu oto ...
9343	Gdyby jednak twoja odznaka zaczęła ci kiedyś za bardzo ciążyć cóż ... wiesz , gdzie nas szukać .
9344	Wiesz , to wcale nie jest wymiana , jeśli obie strony nie dojdą do porozumienia .
9345	W imieniu kapitana Hanny'ego i całej załogi , witam na pokładzie lotu bezpośredniego z Londynu do Reykjaviku .
9346	Robert Wiseman , minister z gabineta cieni ponownie wzywał , by policja była w pełni wyposażona .
9347	Ochrona konwojów i ochrona VIP'ów , w waszych dniach muszą być całkiem reżimowi , nie ?
9348	Pozbyłem się starej rutyny ... jak pranie mózgu robota , za którego mnie masz .
9349	A potem powiesz mi , jak niefortunne jest to , że ktoś w moim stanie nie zna swoich dokładnych ruchów w sobotnią noc .
9350	Strażnik patrolujący podwórko kontenera , widział cię i dziecko pasujące do opisu Otis ' a Blake , w noc jego morderstwa .
9351	Tak , mówiłem im , a teraz mówię wam ... że byłem z moją babcią .
9352	Jego babcia poparła jego alibi , mówiąc , że byli razem całą noc .
9353	Potrzebuję jego aresztu bardziej niż kogokolwiek , ale ucieknie bez solidnych dowodów , prawda ?
9354	Kiedy poprosiłam o pracę z tobą , miałam nadzieję , że chociaż osłonisz mnie .
9355	Młodziak podróżący pod paszportem Williama Morgana ... zemdlał na drodze startowej w City Airport .
9356	A prawdziwy Morgan zmarł pięć lat temu w wypadku drogowym w Dudlowe , Essex .
9357	Dowiedziałem się , że był aresztowany jako dziecko za kradzież w sklepie .
9358	Ja często zadaje te same pytania , więc notujcie , bym nie powtórzył .
9359	Ruan Sternwood , został znaleziony na lotnisku cierpiący z powodu rany postrzałowej w brzuch .
9360	Balistyka wykazała , że został postrzelony z tej samej broni co Otis Blake .
9361	Jednostka S.F.O . zmierza do adresu położonego 94 km na wschód od Reykjaviku .
9362	A jeśli powiem , by zaczekali , a potem okaże się , że uciekł ... Znowu .
9363	Jeśli taki z ciebie ekspert , to czemu jest nadal na wolności , a ty nie stoisz tu ?
9364	Próbuje dowiedzieć się , czy jest jakiś związek między tymi dwiema sprawami .
9365	Jak zareagujesz na pretensje ministra z gabineta cieni ... że mamy do czynienia z podwójnym poziomem przestępstwa popełnionego w Stanach Zjednoczonych ?
9366	Mogę tylko powiedzieć , że ten , kto obejmie urząd 21-ego musi zapewnić , że policja ma środki ... aby wykonać zadanie .
9367	Myślisz , że to , co się stało synowi Sternwood ' a wywabi go z jaskini ?
9368	Wasze dane pokazują 17 % wzrost przestępstw w ciągu ostatnich 12 miesięcy .
9369	Jeżeli nie ma już istotnych pytań , to życzę wam przyjemnego poranka .
9370	Wziąłbym to jako komplement ... gdybyś nie była menadżerem kampanii ministra z gabineta cieni .
9371	Wygramy te wybory i dostaniesz wsparcie , jakiego potrzebujesz , ale teraz , pytania będą najtrudniejsze .
9372	Max i ja właśnie omawialiśmy sprawę Blake ' a , i myśleliśmy , że może to droga przez Sternwooda Ruana .
9373	Nie wiem o sprawie Blake , ale ... ale jeśli to byłbym ja , a nie jestem , ale jeśli byłbym , umieściłbym go w publicznym szpitalu ... nadzorowanego przez całą dobę by , zobaczyć czy Sternwood ugryzie .
9374	Zostawcie sprawę Blake dla Nathana i zejdźcie mu z drogi , zrozumiano ?
9375	Nie byłoby mnie tu , gdybym nie był pewny , wiesz o tym .
9376	Cztery dni temu , znaleziono Otisa pływającego w Tamizie z kulą w głowie .
9377	Eastover Air , Beaverbrook Chartered , Conlin Museum , Sherriff Capital , Armourers Pacific , ekipa bezpieczeństwa , samochody pancerne .
9378	Jedyną zapamiętaną rzeczą o Jacobie Sternwoodzie powinno być jego pieprzone więzienie .
9379	Rozumiesz , że Ruan jest lepszy i że zamierza utrzymać Sternwooda w grze .
9380	Spójrz , przynajmniej , to będzie trzymać prasę z dala przez kilka dni .
9381	zabierzesz to stamtąd ... gdzie Sternwood Ruan przebywał w Greigo Hotel Mar ... i zobaczymy co się stanie .
9382	Lub pozostanę na zawsze nikim postrzelonym w tunelu ... który pozwolił mu uciec .
9383	Co działo się w tym tunelu nie robi z ciebie nikogo .
9384	Ruan Sternwood zatrzymał się w Greigo Mar Hotel , w pokoju 1308 .
9385	Mówiłeś , że na pewno widziałeś Dean ' a Warns ' a z Otisem Blake w noc zabójstwa .
9386	I w tym kraju , ty pójdziesz do więzienia za branie łapówek , udając że coś się nie wydarzyło .
9387	Rodzina , która mam nadzieję , że przyjedzie i zamieszka ze mną w Anglii .
9388	Mówię , że przy oferowaniu nowej pracy ... lepiej płatnej , nie kwestionuje .
9389	Wszyscy informatorzy , wszyscy , dzwoniący w odstępie pół godziny , mówili to samo .
9390	Wszyscy słyszeli , że Ruan Sternwood najwyraźniej przebywa w Greigo Mar Hotel , pokoju 1308 .
9391	Jeśli to byłby jeden z naszych , to by się nie stało .
9392	Mam nadzieję , że ten policjant nie ma nic wspólnego z tobą .
9393	Rząd spodziewa się , dzielnych oficerów jak Harvey Crown ... by iść na wojnę , uzbrojonych tylko w gwizdek i pałkę .
9394	Ten facet nie jest martwy dwie minuty Jane . Teraz to wykorzystasz w kompanii ?
9395	Kiedy on będzie ministrem spraw wewnętrznych , musisz zdobyć narzędzia konieczne do swoich zadań .
9396	Nie mogę zrozumieć , dlaczego oficer z klubów i prostytucji ... został znaleziony martwy w pokoju Ruan ' a z bronią w ręku .
9397	Ale dlaczego dwaj oficerowie z odrębnych działów zostali ? Dlaczego jeden z nich nie uciekł ?
9398	Prasa jest na mojej głowie , staram się poprowadzić tę dywizję , nie potrzebuję tego gówna .
9399	Będę obserwować Nathana i Crowna , a ty skup się na Sternwoodzie . I zgłoś się do mnie .
9400	Kincade Security Solutions , została założona w Szwajcarii w 1942 roku ... przez pobożnego chrześcijanina .
9401	`` Niepewność zagranicznej polityki USA i niską widoczność na umowach ... ze strony rządu U.K `` .
9402	Tak , to już drugi raz w tym tygodniu kiedy wysłałeś , by naprawić urządzenie które nie jest zepsute .
9403	Chcesz wiedzieć , jaki jest prawdziwy powód poproszenia cię o zajęcie się sprawą Sternwood ' a ?
9404	Twój syn i Otis Blake zostali zabici przez byłego żołnierza Dean ' a Warns ' a .
9405	Deana Warnsa widziano w konterze ogrodowym z Otisem Blake w noc morderstwa .
9406	A kiedy to się skończy ... pójdziesz do więzienia i ja będę tym , który umieści cię tam .
9407	Twoja babcia mówiła nam , jak zarobiłeś sporą kasę pracując dla prywatnego kontrahenta wojskowego .
9408	I że płacą ci prosto do niektórych EU kont , dzięki czemu nie płacisz podatku .
9409	Właśnie mówiłem babci , że byliśmy jedynymi , którzy trzymali się ciebie ... jak byliśmy jedynymi , którzy mówią i wyrażają nasz niesmak , zmuszeni do wcześniejszej emerytury .
9410	Nie masz nic przeciwko , gdybym tu został i się zrelaksował , Iris ?
9411	Kiedy skończę z tym ... a tak będzie , bo podkładam operację ponad moje potrzeby .
9412	Myślisz , że trzymanie jej jako zakładnika dla zabezpieczenia zmusi mnie do wycofania ?
9413	Nie jeden z was nie posiada tego , co trzeba .... by strzelić kulę w łeb tej kobiecie .
9414	- Chcę , żebyś mnie spotkał się ... ze mną na Punch ...
9415	Panie i panowie , człowiek , który poprowadzi to przyjęcie ... nasz przyjaciel , nasz lider , Henry Callaghan .
9416	Jesteśmy do przodu w sondażach , jeśli o to ci chodzi , Thom .
9417	Straciłem ludzi , przez twój pieprzony postęp ... a ty siedzisz tam i zaprzeczasz jak jakaś pieprzona królowa ..
9418	Jestem twoim dowódcą . Teraz jesteś poszukiwany za zabójstwo partnera , więc będziesz potrzebować wszystkich ..
9419	A jeden z chłopców , Blake , znany jako Crown , został aresztowany rok temu .
9420	Byłem jedynym , który spotkał się z rodzinami postrzelonych młodziaków ... i zamordowanych na ulicy , bo nie mieli odpowiedniej kamizelki !
9421	/o godzinie szóstej ... /Nadajemy na żywo z pierwszego /lotniska na świecie , gdzie ... /Produkt ten od siedmiu lat /wywołuje sprzeciwy
9422	/ekologów oraz niektórych /krajów rozwijających się ... /CW7 to dla wielu rozwiązanie problemu /ocieplenia klimatu .
9423	/Dziś w 79 krajach CW7 zostanie /wprowadzony do górnych warstw atmosfery .
9424	W tym pociągu , który zwiemy domem , tylko jedna rzecz chroni nasze gorące serca przed lodowatym zimnem .
9425	Gdyby nie łaska jaśnie oświeconego pana Wilforda , 18 lat temu zamarzlibyście na śmierć .
9426	Szkoda , że nie ocaliłeś swego adiutanta . Jak mu było ? - Edgar ?
9427	Postawił sobie za cel stworzenie luksusowej linii kolejowej , która połączy wszystkie /kontynenty .
9428	Nie uwierzycie , ale w starym świecie pana Wilforda wyśmiewano , za to , że przesadził z wyposażeniem tego cudownego pociągu .
9429	15 lat temu , w trzecim roku podróży , siedmioro pasażerów chciało zatrzymać cudowny pociąg pana Wilforda i wysiąść .
9430	A teraz zagra dla nas pierwszy skrzypek Bostońskiej Orkiestry Symfonicznej , pan Gerald McInster .
9431	Jeden po drugim , ludzie z ostatniego wagonu odcinali sobie kończyny , by przeżyć .
9432	Nie zbieram go tylko , żeby się nafukać , ale żeby wywalić te drzwi .
9433	Każdy ma swoje miejsce i wszyscy są na swoim , prócz ciebie .
9434	Prawda jest taka , że wszyscy jesteśmy skazani na ten cholerny pociąg .
9435	W tym celu trzeba czasem uciec się do środków nadzwyczajnych i zredukować liczbę mieszkańców w drastyczny sposób .
9436	Licząc tylko na selekcję naturalną , umarlibyśmy z głodu , ściśnięci jak sardynki .
9437	Trzeba utrzymywać równowagę między niepokojem i lękiem , chaosem i grozą , by życie mogło trwać .
9438	Za tymi drzwiami są wagony , takie jak zawsze , jeden za drugim .
9439	Obcy praktycznie są ślepi , ale wyczuwają nasze feromony , które produkujemy , gdy czujemy strach .
9440	Ludzkość ponownie stanęła u progu zagłady . Zwróciliśmy się do Rangersów o pomoc .
9441	Ogon jest prawdopodobnie w tym rejonie , około 100 km od nas .
9442	Plecak jest podłączony do cyfrowej wirtualnej kamery , więc zobaczę wszystko co ty i to czego nie .
9443	Kitai . Każda twoja decyzja , którą podejmiesz , to twoja śmierć lub życie .
9444	Skup się tylko na tym co się dzieje tu i teraz .
9445	Pomiędzy tobą a miejscem gdzie spadł ogon , są gorące punkty geotermalne , które pomogą ci utrzymać ciepło w nocy .
9446	Musisz dotrzeć każdego wieczora do jednego z tych punktów , zanim zapadnie noc .
9447	Jeśli chcesz umrzeć dzisiaj , to twoja sprawa , ale nie zabijaj mnie .
9448	Sprawia , że boimy się rzeczy których nie ma i które nigdy nie powinny istnieć .
9449	To przez chmury magnetyczne w twojej obecnej lokacji nie możesz ustawić nadajnika i wysłać sygnału .
9450	Skoro pieniądze są odpowiedzią na twe modły , to tak ma być .
9451	Jeśli nie chcesz podać nazwiska , powiedz , że jesteś Smith i już .
9452	/Zgodziłam się pracować dla nich , /dopóki nie uzbieram na jakieś mieszkanie .
9453	/Zgodziłam się pracować dla nich , /dopóki nie uzbieram na jakieś mieszkanie .
9454	/Zadzwonię do ciebie , /jak tylko wyrwę się z Londynu . /Muszę kończyć .
9455	45 pizz , 45 chlebów czosnkowych , 45 coli , 45 filetów w panierce i 45 zestawów surówek .
9456	Parę miesięcy temu , będąc pod wpływem narkotyków , dałeś mi trochę pieniędzy .
9457	Wiem , że ci na niej zależało , ale pomyśl o innych jej podobnych .
9458	Jeśli będziesz wyglądać pięknie , to Bóg nie powinien mieć nic przeciwko .
9459	Tak w ogóle , to oni mają mnie za Damona . Nawet mi nie przypominaj .
9460	Odsuń się , przyjacielu , i pozwól mi zabrać część długu , jako gest dobrej woli .
9461	Jeśli ktoś wynajmuje dziewczyny i jest brutalny , w końcu staje się znany .
9462	- Nie , ale jak dorośnie , to chcę , żeby miała jakąś pamiątkę po mnie .
9463	/Panie i panowie , /witamy w Operze Królewskiej /na pożegnalnym występie /Marii Zielińskiej .
9464	/I choć to ja na nich jestem , /to wyszły całkiem nieźle .
9465	/Wiem , że to nie czyni mnie /dobrym człowiekiem , /ale starałem się /postępować słusznie .
9466	/Cel w polu widzenia . /Porusza się na wschód ulicą Brewer /w kierunku Glasshouse ...
9467	Mają tam pyszne przekąski . Będą więcej niż szczęśliwi mogąc księdzu pomóc . Maja tam pyszne przekąski .
9468	Nie jestem lepszy od was . Wy nie jesteście lepsi ode mnie
9469	Dziś wieczorem usiądziesz i obejmiesz Hannah , oglądając to w wiadomościach o 22.00 .
9470	Kiedy usłyszy , że dzisiaj nikt nie został ranny , dzięki tobie , przytuli swoją gorącą dłoń do twojego policzka .
9471	Spojrzy ci w oczy jakby nie istniały inne miejsca , które chciałaby oglądać .
9472	Lepiej , żeby twój wspólnik miał rację , co do tego , co jest w środku .
9473	- Twój ojciec jest dla mnie ważny . - Wiem o tym
9474	Wiem wszystko od gościa , który pracował na tym festynie przez ostatnich 8 lat .
9475	Jak cię opisano . Zdecydowałem się zaproponować ci udział w czymś innym .
9476	Słuchaj , wyobraź sobie jeden z tych worków , tylko zamiast banknotów 10 i 20 dolarowych , jest wypełniony diamentami i perłami .
9477	Jeśli chcesz brać w tym udział . idź . i go wykończ . Słyszałeś , Hardwick !
9478	Gdybyś poszedł na pogotowie Z tymi wszystkimi dziurami , prosiłabym o więcej .
9479	/Srebrny Suv , użyty przez złodzlei , /którzy obrabowali w poniedziałek targi w Ohio ,
9480	/Uważa się . że ogień został podłożony , żeby odwrócić uwagę 51 latek z Sedelil .
9481	Nie zwracaj na siebie uwagi a wypuszczę cię jak tylko wyjdziemy , jasne ?
9482	- Kim kurwa jesteś ? Rób co mówię , a nie skończysz w szpitalu .
9483	Proszę , chodź ze mną . Wiesz , to jest firma po moim ojcu .
9484	-Tak , mów . Po pierwsze , Claire , powiedz jej , że będę później niż przewidywałem .
9485	Nle odzywałeś się , więc wykonałem kilka telefonów wydaje się , że Melander nie jest tak niezależny .
9486	- Nie ma mowy . Powiedz mu , ze przysyła mnie pan Danzinger .
9487	Masz pojęcie co cię spotka za zrobienie tej kurewskiej zadymy , masz ?
9488	Po pierwsze powinienem wyznać ci coś osobistego . Doprowadzam wszystko do końca .
9489	Powiesz mi co chcę wiedzieć albo zrobię użytek z krzesła dopóki nie skręci ci karku .
9490	możemy to zrobić w 4 , ale nie w 3 . 5 ludzi potrzebnych jest do skoku .
9491	Mój ojciec odjechał i 2 minuty później pojawił się dziwny typ z nożem i ..
9492	tam będziesz bezpieczna Ale upewnij się , że nikt cię nie śledził
9493	Masz uchwyt na kubek w samochodzie , czy trzymasz go między nogami ?
9494	Jest długa i czarna , Jake , jak myślisz gdzie mi się podoba ?
9495	Jeśli umrę moi ludzie się wściekną i przyjdą się zemścić . Tak tak . Kto po mnie przejdzie ?
9496	Posprzątaj wszystko , i ktokolwiek by o mnie pytał , nigdy mnie nie widziałeś .
9497	Wiesz , 2 miliony dolarów do podziału ... 5 razy 20 centów na każdym dolarze .
9498	Chicago nie płaci za trzymanie się od nich z daleka . Na miłość boską , Parker !
9499	Prawie umarłeś podczas lotu . jeśli coś ma się zdarzyć , zdarzy się .
9500	Posłuchaj , jedna normalna para się rozwodzi , i potrzeba dwóch domów zamiast jednego .
9501	Jeśli rozwodzi się bogata para potrzeba czterech domów , zamiast dwóch . Wiem , co cię martwi .
9502	Dostałabym moją pierwszą prowizję , gdyby Jammison nie weszła mi w drogę .
9503	-Jeśli nie sprzedam czegoś szybko , - Będę w kropce . - Amber odebrała interesujący telefon .
9504	-Zadzwoń do pana Parmitta z Buca Resort , - I powiedz mu , że oddzwonię . - Oczywiście
9505	Jak ktoś jest bogaty i coś znaczy przyjeżdża do Palm Beach .
9506	Ciągle myślę o tym facecie , który wdarł się do naszego domu .
9507	Byłam otoczona przez złodziei całe moje życie , ale ten typ ... to morderca .
9508	Gdyby była starsza i o milę bliżej plaży kosztowałaby 35 milionów .
9509	Podczas gdy on mieszka tutaj w Key West ze swoją nową dziewczyną .
9510	Jeśli złoży pan ofertę teraz , mógłby ją pan kupić za 19,5 miliona .
9511	Wie pan , piękne jest to , ze wybrzeże schodzi w dół i otacza dom .
9512	Wiem , że przyjechał pan sam , więc , jeśli pan chce możemy gdzieś wyjść na kolację .
9513	Właściwie , Martha jest wciąż w szpitalu , dlaczego nie pójdziesz ze mną ?
9514	To nic wielkiego . /Zapomnij o tym . /Zadzwoń do niego i wracamy tutaj
9515	Jeśli on jest w mieście , Nie możemy ryzykować , że zastanie któregoś z nas samego .
9516	Kto wie , że tutaj jesteś Leslie ? Jeśli chcesz jechać do bardziej intymnego miejsca , możemy skoczyć do twojego hotelu .
9517	Masz konto w banku , jeden adres w Texasie na jedno prawo jazdy .
9518	Moja przyszłość jest prosta . I nikt o niej nie wie nikogo nie obchodzi .
9519	mogę odpowiedzieć na twoje pytania Mogę powiedzieć ci jakich pytań zapomniałeś zadać .
9520	Kupiłam bilet na loterii 2 dni temu i myślę , że się nie uda .
9521	Widzimy się przy numerze 1.000 na Ocean Avenue za 20 minuto .
9522	Nie zadawaj mi pytań , ponieważ powiem ci tylko to co chce .
9523	Cywilizowani ludzie kierują się zasadami , ja tylko układam wszystko na miejsce .
9524	Robią tutaj wystawę jej biżuterii za 75 milionów dolarów , Jutro wieczorem .
9525	pokazałam mu ... domy , i okazało się , ze zmarnował tylko mój czas .
9526	Przejeżdżałem wczoraj koło Sloan i widziałem cię jak z kimś rozmawiałaś .
9527	Jeśli wie , że jakiś dom jest pusty , może chcieć tam pomieszkać .
9528	Miał sprzeczkę w swoim pokoju , z facetem , który wypadł przez balkon i nie żyje .
9529	Wiesz , przyszło mi do głowy jaka ta praca jest ciężka dla kobiety .
9530	To znaczy , byłam z nim sam na sam w kilku miejscach , mógł mnie zabić .
9531	Dlatego byłoby dobrze zacząć myśleć , żeby nie być dłużej sama . Właśnie .
9532	- Co jest ? Posłuchaj , ubierz się , idź do samochodu , znajdź telefon i zadzwoń pod ten numer .
9533	Dlaczego nie kontynuować i nie obejrzeć obydwu domów przed końcową decyzją ?
9534	Wychodzę . Jeśli przyjdzie policja , daj im listę domów , które pokazałam panu Parmittowi ?
9535	- Jest mój . - Co się dzieje ? - Wyglądały by lepiej na mnie .
9536	Już raz to powiedziałem , opuść natychmiast teren albo ja ... Stłucz szybę .
9537	Lepiej wyjdź jeśli nie chcesz , żeby zginęła ! Lepiej wyjdź jeśli nie chcesz żeby zginęła .
9538	Nie mów o tym twojej matce i nie sprawdzaj czy wciąż tam są .
9539	Może minąć trochę czasu zanim się je sprzeda , Ale później od razu otrzymasz swoją część .
9540	Chyba ten facet , którego znaleźliśmy przy drodze , nie był zwykłym człowiekiem .
9541	Jeśli wiedziałaś , że tak późno wrócisz , to mogłaś z uprzejmości zadzwonić .
9542	Co będzie robiła w Wisconsin u jakiegoś kolesia z Comedy Central ? NBC .
9543	Weszłaś , jak twój ojciec obierał z kości jakąś pacjentkę i nie wiesz , za co się wkurzasz ?
9544	Z okien z waszej prawej i lewej strony są kanały powietrzne do tunelu Holland , i jeśli poczujecie zapach palonej kawy , to dlatego , że General Foods zbudował przetwórnię kawy w Hoboken w 1846 roku .
9545	Niektórzy ludzie mówią , że można jeszcze poczuć zapach kawy z drugiej strony rzeki nawet jeśli zakład zamknięto w 1992 .
9546	Proszę uważnie wychodzić z łodzi , i cieszyć się resztą wycieczki na Wielkim Jabłku .
9547	To obskurna włoska knajpa na wsi , i kelner tam okazał się być nim .
9548	To ty mówisz , ile nit jest na moście George Washington ? Tak .
9549	Nie wyszła z pokoju przez tydzień , ale lepiej pójdę na pole bitwy zobaczyć czy są ofiary .
9550	Jeśli nie znajdziesz sposobu na uspokojenie się , to muszę cię wyprosić .
